"ScientificName","CommonName","x","dates","county","waterbody","easting","northing","UTMZone","datum","lifestage","sex","disposition","museum","tag","fieldtag","habitat","other","comments"
"Perognathus flavus","Silky pocket mouse",1,2017-04-30,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus hispidus","Hispid pocket mouse",1,2017-09-14,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus hispidus","Hispid pocket mouse",1,2017-08-19,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus hispidus","Hispid pocket mouse",1,2017-06-24,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus hispidus","Hispid pocket mouse",1,2017-06-25,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus hispidus","Hispid pocket mouse",1,2017-07-22,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus hispidus","Hispid pocket mouse",1,2017-05-28,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus hispidus","Hispid pocket mouse",2,2017-10-21,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus leucopus","White-footed mouse",1,2017-01-08,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus leucopus","White-footed mouse",1,2017-02-26,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus leucopus","White-footed mouse",1,2017-04-01,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus leucopus","White-footed mouse",2,2017-04-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus leucopus","White-footed mouse",1,2017-03-28,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus leucopus","White-footed mouse",3,2017-02-25,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus leucopus","White-footed mouse",1,2017-11-18,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus leucopus","White-footed mouse",1,2017-01-08,"Cochise","",681200.79,3535287.25,"12S","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus leucopus","White-footed mouse",1,2017-01-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus leucopus","White-footed mouse",1,2017-05-28,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus leucopus","White-footed mouse",1,2017-01-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus leucopus","White-footed mouse",1,2017-03-28,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus leucopus","White-footed mouse",1,2017-10-21,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus leucopus","White-footed mouse",2,2017-01-28,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus leucopus","White-footed mouse",1,2017-12-16,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus leucopus","White-footed mouse",1,2017-03-28,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus leucopus","White-footed mouse",1,2017-02-26,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus leucopus","White-footed mouse",1,2017-01-08,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus maniculatus","Deer Mouse",1,2017-01-28,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus maniculatus","Deer Mouse",1,2017-02-25,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus maniculatus","Deer Mouse",1,2017-04-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus maniculatus","Deer Mouse",1,2017-03-28,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus maniculatus","Deer Mouse",1,2017-10-21,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus maniculatus","Deer Mouse",1,2017-04-01,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus maniculatus","Deer Mouse",1,2017-12-16,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus maniculatus","Deer Mouse",1,2017-11-18,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus maniculatus","Deer Mouse",2,2017-03-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus maniculatus","Deer Mouse",1,2017-02-25,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus maniculatus","Deer Mouse",1,2017-03-28,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Peromyscus maniculatus","Deer Mouse",2,2017-01-29,"Cochise","",681200.79,3535287.25,"12S","","Juvenile","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2017-08-20,"Cochise","",681200.79,3535287.25,"12S","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2017-05-28,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",10,2017-04-30,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",21,2017-05-28,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2017-12-16,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Dead","","","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",18,2017-03-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",18,2017-04-30,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",29,2017-05-28,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",39,2017-10-22,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2017-10-22,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",7,2017-11-19,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",36,2017-07-22,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",24,2017-06-25,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",53,2017-08-19,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2017-07-22,"Cochise","",681200.79,3535287.25,"12S","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",3,2017-04-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2017-05-28,"Cochise","",681200.79,3535287.25,"12S","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",36,2017-08-19,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",9,2017-03-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2017-02-25,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",13,2017-10-21,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",27,2017-06-24,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",26,2017-09-15,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2017-04-30,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Dead","","","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",14,2017-05-27,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",2,2017-11-19,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",34,2017-10-21,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",56,2017-09-14,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2017-02-26,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",44,2017-09-14,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",7,2017-11-18,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",49,2017-08-20,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",30,2017-07-22,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",2,2017-04-01,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",86,2017-09-15,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2017-07-22,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",23,2017-06-25,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2017-09-14,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2017-06-24,"Cochise","",681200.79,3535287.25,"12S","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",8,2017-03-28,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",9,2017-03-28,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2017-06-24,"Cochise","",681200.79,3535287.25,"12S","","Juvenile","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",7,2017-10-22,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",25,2017-05-27,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2017-05-27,"Cochise","",681200.79,3535287.25,"12S","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",31,2017-06-24,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",1,2017-06-25,"Cochise","",681200.79,3535287.25,"12S","","Juvenile","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",19,2017-08-20,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",6,2017-04-01,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",12,2017-04-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",17,2017-11-18,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Chaetodipus penicillatus","Desert pocket mouse",3,2017-12-16,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys fulvescens","Fulvous harvest mouse",1,2017-01-07,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys fulvescens","Fulvous harvest mouse",1,2017-08-20,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys fulvescens","Fulvous harvest mouse",1,2017-02-26,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys fulvescens","Fulvous harvest mouse",1,2017-04-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys fulvescens","Fulvous harvest mouse",1,2017-04-01,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",2,2017-01-28,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",4,2017-01-28,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",2,2017-01-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",2,2017-03-28,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",1,2017-03-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",1,2017-01-07,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",3,2017-02-26,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",3,2017-02-25,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",1,2017-10-21,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Dead","","","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",1,2017-02-26,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",2,2017-04-01,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",1,2017-11-18,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",2,2017-03-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",1,2017-01-08,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",2,2017-01-07,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",3,2017-02-25,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",1,2017-04-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",2,2017-04-01,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",1,2017-05-27,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",5,2017-03-28,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",3,2017-01-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys megalotis","Western harvest mouse",1,2017-12-16,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys montanus","Plains harvest mouse",2,2017-03-28,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys montanus","Plains harvest mouse",2,2017-01-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys montanus","Plains harvest mouse",1,2017-02-25,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys montanus","Plains harvest mouse",1,2017-01-07,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys montanus","Plains harvest mouse",1,2017-02-25,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys montanus","Plains harvest mouse",2,2017-03-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys montanus","Plains harvest mouse",1,2017-05-27,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Reithrodontomys sp.","Harvest mouse",1,2017-04-30,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Sigmodon hispidus","Hispid cotton rat",1,2017-06-24,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Sigmodon hispidus","Hispid cotton rat",1,2017-04-30,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Sigmodon hispidus","Hispid cotton rat",1,2017-04-01,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Sigmodon hispidus","Hispid cotton rat",3,2017-04-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Sigmodon hispidus","Hispid cotton rat",1,2017-01-28,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Sigmodon hispidus","Hispid cotton rat",2,2017-01-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Female","Released Alive","","PIT","","desert scrubland","",""
"Sigmodon hispidus","Hispid cotton rat",4,2017-04-29,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Sigmodon hispidus","Hispid cotton rat",1,2017-06-24,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Sigmodon hispidus","Hispid cotton rat",1,2017-04-01,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Sigmodon hispidus","Hispid cotton rat",1,2017-10-21,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Sigmodon hispidus","Hispid cotton rat",1,2017-02-25,"Cochise","",681200.79,3535287.25,"12S","","Adult","Male","Released Alive","","PIT","","desert scrubland","",""
"Spermophilus spilosoma","Spotted ground squirrel",1,2017-06-25,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Spermophilus spilosoma","Spotted ground squirrel",1,2017-04-01,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
"Rodent sp.","Unidentified rodent",2,2017-04-01,"Cochise","",681200.79,3535287.25,"12S","","Adult","na","Released Alive","","PIT","","desert scrubland","",""
